Title,Summary,Cosine Similarity
Ferry Maryadi Tak Pernah Dimarahi Ibunda Seumur Hidup,"Aktor sekaligus komedian Ferry Maryadi mengantarkan ibundanya, Rospita, yang meninggal dunia ke peristirahatan terakhirnya di TPU Jeruk Purut, Jakarta Selatan. Percaya atau tidak, di umur saya yang 50 tahun ini, seumur hidup saya belum pernah dimarahi mama,"" kata Ferry Maryadi saat ditemui di TPU Jeruk Purut, Jakarta Selatan, Kamis 15 Agustus 2024. Bahkan, ibundanya jarang melarang apa pun yang dilakukan oleh Ferry Maryadi sejak kecil. Saya sampai pernah mau jalan-jalan sendirian ke luar kota kelas tiga SMP, mama yang ya sudah kamu tanggung jawab. Saya naik motor, tabrakan, saya bermasalah dengan orang, tanggung jawab sendiri,"" terang Ferry Maryadi. Yaitu untuk membentuk perilaku bertanggung jawab atas segala sesuatu yang dilakukan sendiri. """,0.70503855
Lapor Pak! Andhika dan Komandan Andre Kompak Lakukan Hal Tak Terduga,"Seperti biasa akan ada keseruan dan kelucuan. ""Lo ngasih contoh nggak bagus ke masyarakat, menghilangkan barang bukti. Ini kan barang bukti, pelanggaran,"" ujar Andhika di akun Instagram @laporpak_trans7. "" Jadi jangan lupa malam ini ya jam 21.30 WIB. Bisa juga lewat streaming artikel ini ya. diisi oleh Andre Taulany, Surya Insomnia, Andhika Pratama, Wendi Cagur, Kiky Saputri, Ayu Ting Ting, dan Hesti Purwadinata.",0.9429977
Harleyava Princy Kehilangan Sosok Nenek Sekaligus Teman Curhat,"Anak Ferry Maryadi, Harleyava Princy, baru saja kehilangan sosok nenek yang meninggal dunia pada Rabu 17 Agustus 2024 sore setelah sempat dirawat di rumah sakit selama empat hari. Selain kehilangan sosok nenek, perempuan yang akrab disapa Leya itu mengaku kehilangan sosok teman curhat. Hal itu karena ia selalu bercerita tentang masalahnya pada sang nenek. "" Anak Ferry Maryadi dari pernikahannya dengan Risma Nilawati itu menyebut neneknya merupakan salah satu orang yang bisa mengerti dirinya. "" Aku lagi ada masalah banget ya namanya teenager, banyak masalah aku nangis di kamar enin, nangis-nangis sama enin, terus aku cerita enin dengerin, I feel like in my family yang paling dekat itu ayah dan enin, dan bunda,"" jelas Harleyava. Dia wanita yang mandiri, dia wanita yang sangat kuat, dia sosok yang tepat untuk keluarga,"" pungkasnya.",0.5533193
Curhatan Nenek pada Dokter yang Tangani Dante Sejak Kecil: Cucuku Dibunuh,"Pengadilan Negeri Jakarta Timur kembali menggelar sidang atas kasus pembunuhan anak artis Tamara Tyasmara, Dante, yang dilakukan oleh Yudha Arfandi. Agenda hari ini merupakan mendengarkan keterangan saksi. Dia merupakan dokter yang menangani Dante sejak kecil. Dalam sidang tersebut, nenek Dante, Ristya Aryuni, ikut menghadiri sidang. Lineus Hewis dihampiri oleh Ristya Aryuni dan langsung bingkai foto Dante bersama dokter Lineus yang dibawanya di persidangan. Cucuku dibunuh dok,"" kata Ristya Aryuni sembari menangis dan memeluk Lineus setelah sidang di Pengadilan Negeri Jakarta Timur, Jakarta Timur, Kamis 15 Agustus 2024. Yudha Arfandi disebut polisi membenamkan Dante sebanyak 12 kali di dalam kolam sedalam 1,5 meter. Tetapi Yudha mengaku melakukan itu untuk latihan pernapasan.",0.7010461
Banyak Doa Baik untuk Intan Nabila Usai Bongkar KDRT dari Suami,"Nama selebgram Intan Nabila mendapatkan banyak doa dan dukungan usai membongkar kekerasan rumah tangga yang dilakukan suaminya, Armor Toreador. ""Mbakkk, semoga mendapatkan perlindungan dan keadilan ya,"" jelas Enzy Storia. "" aku penyintas kdrt, cuma mau bilang semangat dan jangan nyerah untuk kamu dan anakmu. Kalo sampe ngga masuk penjara kebangetan sih ini!! Orang tua istrimu mempercayai kamu utk menjaga anaknya mas.. Bkn km sakiti, kembalikan dia ke orang tuanya klo km tdk mampu menjadi imam yg baik!!!... ""Innalillahi , intan yang sabar ya.. ya Allah kamu kuat banget nahan semuanya selama ini... ya Allah,"" kata Dinda Hauw. Polisi sendiri saat ini sedang mengecek tempat kejadian perkara mengenai perkara ini. Kapolres Bogor AKBP Rio Wahyu Anggoro menjemput bola mendatangi lokasi kejadian. "" Benar (masuk wilayah Bogor), anggota sedang cek ke lokasi,"" kata dia dikutip detikNews. detikcom sudah berupaya menghubungi yang bersangkutan tapi belum ada jawaban mengenai hal ini.",0.1671377
Raffi Ahmad Ikut Upacara HUT RI di IKN Nggak Sih?,"Upacara HUT RI ke-79 untuk pertama kalinya akan digelar di IKN. Ia akan tetap di Jakarta, karena ada syuting yang harus dikerjakan. "" Meski tidak ikut upacara di IKN, Raffi Ahmad berdoa agar upacara dan perayaan 17-an di IKN berjalan dengan lancar. "" Mudah-mudahan lancar semua,"" terang Raffi Ahmad. Raffi Ahmad mengatakan selalu mengingat jasa-jasa para pahlawan Indonesia yang sudah berjuang untuk negeri ini. "" Yang aku ingat kalau 17-an ya pastinya upacara bendera. Diketahui Raffi Ahmad serta selebritas lainnya seperti Atta Halilintar dan Aurel Hermansyah hingga Ferry Maryadi turut diboyong ke IKN beberapa waktu lalu.",0.8872287
"Sonny Septian Sudah di Rumah, Fairuz A Rafiq Bahagia dan Haru","Artis Sonny Septian akhirnya kembali pulang dan berkumpul bersama keluarga seusai hampir sebulan dirawat di rumah sakit karena sakit penyempitan pembuluh darah. Saat ini Fairuz tengah berusaha menyemangati suaminya untuk sembuh total. Bahkan Sonny harus belajar berjalan dengan sempurna lagi. Langsung ketemu anak-anak, quality time, anak-anak semua suruh masuk ke kamar, jadi melihat anak-anak ngobrol bareng, naik ke kamar atas juga, kangen kan, enakan tidur di kasurnya sendiri dibanding rumah sakit. Terus juga, kemarin juga dia sudah mulai bisa banyak bercanda-bercanda lagi,"" ungkapnya. Fairuz juga sempat menangis seusai melewati masa-masa sulit yang dialami Sonny. Ia menyebut perjuangan itu sangat luar biasa sampai di titik kesembuhan. "" Alhamdulillah Allah kasih semua kekuatannya dan akhirnya bisa melewati semuanya,"" pungkasnya.",0.6304817
"Pindah ke Mesir Tidak Mudah, Oki Setiana Dewi: Itu Kewajiban Aku Dalam Ilmu","Oki Setiana Dewi memutuskan untuk pindah ke Mesir dalam waktu dekat ini bersama tiga anaknya. Keputusannya sudah bulat demi mengejar ilmu. Tapi ya memang banyak effortnya, mulai dari financial dan bahasa ya,"" ujar Oki Setiana Dewi. Hal itu karena masih ada beberapa bisnis yang perlu diselesaikan sang suami di Tanah Air. Hal ini jadi yang cukup berat untuk Oki Setiana Dewi namun kelak ia akan kembali ke Jakarta mengunjungi suami dan anak bungsunya. "" Kan anak bungsu dan suami ada di sini,"" lanjutnya. Jadi kalau bahasa kan memang bahasa Mesir itu ya bahasa Arab, susah ya. Pada tayangan Pagi-Pagi Ambyar hari ini Oki Setiana Dewi memperlihatkan persiapan tiga anaknya termasuk urusan bahasa Arab. Ia mencoba berbincang dengan bahasa Arab agar sang anak terbiasa dan terus belajar.",0.6961073
Angger Dimas Ingatkan Tamara Tyasmara Tak Emosi di Sidang Pembunuhan Dante,"Ayah mendiang Dante, Angger Dimas turut berkomentar soal mantan istrinya, Tamara Tyasmara yang kerap marah di persidangan pembunuhan anaknya, Dante. Sebelumnya keluarga Yudha Arfandi kerap menertawakan jalannya persidangan. Jadi kalau misalnya bagi saya, ya cekikikan memang sudah jadi tradisinya mereka kali. Baru kali ini kan kita satu row, ada ayah juga. Kita memang sudah tidak berkomunikasi, bukan secara full, nggak. Saya sih sama Tamara masih ngobrol di chat, masih jangan terlalu emosi,"" pungkasnya. Sementara itu, Tamara Tyasmara membenarkan dinasihati Angger Dimas agar lebih menjaga emosi saat persidangan. Ya, komunikasi biasa aja, gitu doang terkait Dante. Teman, sahabat, mama, pokoknya om aku semuanya ingatkan aku,"" kata Tamara.",0.7169453
Susan Sameh Bicara soal Menikah Diam-diam: Takut Ain!,"Artis Susan Sameh akhirnya bicara soal pernikahan. Bintang serial Komedi Kacau itu sebelumnya dipersunting Khalid Atamimi pada 27 Juli lalu. Takut karena ain kan zaman sekarang kita nggak tahu ada orang yang beneran suka, mendoakan yang baik atau apa, jadi lebih yang ya sudah aku ada niat baik mau ibadah lebih benar-benar berdoa khusyuk dulu deh. Kalau sudah berjalan lancar terkabulkan akhirnya aku posting,"" ujarnya saat ditemui di kawasan Ampera, Jakarta Selatan, kemarin. Ya alhamdulillah kita jodoh nggak ada yang tahu aku kenal juga baru kayaknya. Susan bersyukur pernikahan berjalan lancar. Ia juga senang banyak rekan dan keluarga yang datang ketika diundang. "" Yang penting bukan acaranya, tapi yang penting kita ngejalaninnya berkah, sakinah mawadah warahmah,"" pungkasnya.",0.7670183
Fairuz A Rafiq: Insyaallah Suamiku Panjang Umur dan Sehat Selalu,"Fairuz A Rafiq kembali membahas soal kesehatan sang suami, Sonny Septian. Fairuz tampak begitu emosional ketika ditanya kesehatan suaminya. Bahkan saat ditemui di Gedung Trans TV, Jalan Kapten P Tendean, Jakarta Selatan, Selasa 13 Agustus 2024 Fairuz percaya bahwa suaminya itu akan kembali pulih. "" Kata-kata Fairuz A Rafiq bahkan sangat menyentuh dan terdengar romantis. "" Karena cari laki-laki yang baik itu susah, nggak gampang main comot aja gitu. Saya ingin menua bareng sama Sonny ya pasti ingin yang baik-baik,"" lanjutnya sambil tersenyum. "" Fairuz A Rafiq juga kerap berbagi perjalanan kesembuhan Sonny Septian di Instagram.",0.87143946
Anak Sudah Tahu Masalah Inara Rusli dengan Virgoun,"Masalah keluarga antara Inara Rusli dan Virgoun sejak awal selalu ramai diperbincangkan. Bahkan sampai saat Virgoun terjerat kasus narkoba, nama Inara Rusli sebagai mantan istri masih ikut terseret. Otomatis hal ini juga semakin mudah diketahui oleh anak-anaknya yang kini sudah beranjak remaja. Inara Rusli secara blak-blakan menjelaskan bahwa anak-anaknya sudah mengetahui perihal masalah keluarga yang ada saat ini dengan Virgoun. Anak sudah tahu) pasti, sebelum dia menanyakan hal tersebut juga makanya berinisiatif untuk akhirnya mau ngebahas itu sama dia, deep talk, seputar masalah yang terjadi di internal keluarga kita,"" ujar Inara Rusli di Gedung Trans TV, Jalan Kapten P Tendean, Jakarta Selatan, kemarin. Inara juga membahas masalah keluarganya ke anak lebih dari yang ada di podcast. Ketika diberi tahu hal ini, sang anak dirasa sudah tahu, namun tak secara lengkap. Lalu untuk hak asuh anak jatuh ke Inara Rusli.",0.41915482
Gerak Cepat Polisi Usut KDRT Selebgram Intan Nabila,"Selebgram Intan Nabila membagikan video kekerasan dalam rumah tangga yang dialaminya. Ia mengatakan selama ini bertahan dalam rumah tangganya karena ada anak. "" Intan Nabila sudah sering memaafkan suaminya berulang kali. ""Sudah berkali-kali saya maafkan, tapi tak pernah terbuka hatinya, ternyata benar, perselingkuhan dan KDRT tidak akan pernah berubah,"" lanjutnya lagi. Dengan kejadian ini, polisi gerak cepat untuk mengecek tempat kejadian perkara (TKP). Sementara itu, Kasat Reskrim Polres Bogor AKP Teguh Kumara mengatakan sedang melakukan pengecekan. Pihaknya sedang mengecek ke lokasi kejadian. "" detikcom sudah berupaya menghubungi yang bersangkutan tapi belum ada jawaban mengenai hal ini.",0.8846841
Kata Lukman Sardi Soal Industri Film Indonesia Isinya Horor Melulu,"Perkembangan industri film Indonesia tengah menggeliat, belakangan banyak rilis bergenre horor. Aktor Lukman Sardi memberi pandangan terkait hal itu. Bintang film Kuasa Gelap itu mengungkapkan film tipe tersebut memang menjadi salah satu yang laris di pasar berkat identitas lokal yang melekat. ""Culture Indonesia yang erat dengan mistis membuat genre horor memberikan kesan kedekatan bagi penonton, mendorong popularitasnya di pasar film Tanah Air,"" ujar Lukman saat ditemui di Jakarta, belum lama ini. Sebab, tak hanya penikmat horor yang ramai, film bergenre lain pun sama besarnya. Industri film punya tanggung jawab untuk memenuhi kebutuhan pasar lain. Bukan cuma Lukman Sardi, acara yang diinisiasi Asian Creative and Digital Youth Summit (ACE-YS) ini turut menghadirkan Alexander Matius dan Edwin Nazir. Kita harus sadar film itu produk ekonomi yang butuh biaya. Saat bicara eksplorasi genre, biasanya langsung terpikir, 'apakah genre ini menguntungkan?',"" Terlepas dari itu, produser film Edwin Nazir mengingatkan filmmaker muda untuk fokus membuat karya yang berkualitas. "" Ketimbang mikirin genre, yang terpenting adalah kualitasnya.",0.2055212
Kris Dayanti Berterima Kasih ke Netizen yang Berikan Atensi untuk Anak-anaknya,"Artis Kris Dayanti berupaya selalu mengikuti perkembangan zaman, salah satunya aktif di media sosial. Istri Raul Lemos itu mengaku sering dapat DM dari netizen terkait anak-anaknya. Saya juga sering dapat kok DM-DM terkait anak-anak, tapi saya bilang terima kasih atensinya untuk anak saya. Artinya audiens senang kita berikan atensi,"" ujarnya saat ditemui di kawasan Pondok Indah, Jakarta Selatan, kemarin. Ia melakukan hal tersebut bukan tanpa alasan. "" Jadi kalau negatif ketemu negatif ya bakal keruh,"" tuturnya. Kris Dayanti lalu ditanya perihal netizen yang mem-bully. Jangan sampai kita mengalami penurunan dalam hal ini, kita harus terus positif.",0.8879825
Tamara Tyasmara Tak Pentingkan Asuransi Usai Anaknya Meninggal: Aku Mau Keadilan,"Artis Tamara Tyasmara ditanya soal asuransi dari pihak kolam renang setelah anaknya, Dante, meninggal dunia. Ia menuntut keadilan untuk putranya yang tewas ditenggelamkan mantan pacarnya, Yudha Arfandi. "" Aku nggak kepikiran asuransi mau Rp 20 juta, mau Rp 50 juta, kita nggak kepikiran itu, yang aku maunya keadilan,"" ujarnya di Pengadilan Negeri Jakarta Timur kemarin. Bintang sinetron Setulus Hati itu menekankan tak menyalahkan pihak kolam renang. Tamara meluapkan emosinya juga saat di dalam ruang sidang. Ia sampai ditahan oleh mantan suaminya. "" Itu spontanitas, seorang ibu, mau nggak emosi nggak bisa, itu susah dikontrol,"" pungkasnya.",0.8947456
"Rini Yulianti Siap Maraton Perdana, Sedih Akan Tinggalkan Anak 2 Minggu ke Berlin","Artis Rini Yulianti belakangan lagi suka lari. September nanti Rini mengatakan bakal terbang ke Berlin. Rini Yulianti mengaku saat ini baru bisa sejauh 25 dari jarak 42 kilometer. Ia bakal berusaha terus untuk bisa mencapai lebih. "" Bintang sinetron Cinta Fitri Season 6 itu menyatakan bakal maraton bersama suaminya, Ririn Ekawati, dan Ibnu Jamil. Ia bakal kurang lebih dua minggu berada di Berlin dan meninggalkan anak. "" Nah ini pertama kali saya ninggalin anak lebih dari dua hari. Biasanya dua hari ke Bandung, ini dua minggu. Berat sih, cuma kalau nggak gitu ya butuh me time juga, biar ngerasain yang kita lari dan ke luar negeri,"" katanya. Ia menyebut olahraga itu bisa bikin badannya fit. """,0.81395435
Edward Akbar Bicara Isu Penyebab Diceraikan Kimberly Ryder Karena Hidup Sederhana,"Artis Edward Akbar sedang dalam proses cerai dari istrinya, Kimberly Ryder. Seiring berjalannya proses itu, ada saja isu miring yang menimpa. Edward merasa hal itu bukan penyebab perkara cerai yang diajukan Kimberly. Edward Akbar merasa sudah bertanggung jawab sebagai kepala rumah tangga. Poinnya adalah saya akan memperjuangkan akan rujuk demi apa ya, karena saya memperjuangkan hak rujuk,"" katanya. Edward juga berusaha berjuang dan mengaku selalu bekerja untuk keluarganya. Terlebih ia sebagai imam sudah merujuk kepada Al-Qur'an dan hadis sebagai panduan hidupnya saat berumah tangga bahwa jangan bercerai meskipun ayah Kimberly adalah orang asing. "" Saya berjuang apa yang saya bekerja untuk keluarga, saya sebagai imam saya mengikuti belajar Al-Qur'an dan hadis bahwa janganlah cerai, pasti ada bahtera rumah tangga bermasalah. Memang Kim itu warga negara asing bapaknya, Nigel Ryder, warga negara asing ya,"" bebernya.",0.5308179
Tompi Ungkap Hal Penunjang dalam Usaha Agar Tak Kehilangan Pelanggan,"Penyanyi Tompi sedang mengembangkan klinik kecantikannya. Pelantun Sedari Dulu itu punya tips agar bisa tak kehilangan pelanggan. Tapi juga harus memperhatikan detail di setiap sudut ruangan tempat tersebut, salah satu yang vital adalah kamar mandi. Pertama kali coba ini di klinik yang Pakubuwono, cobain dulu satu, eh akhirnya semua cabang sekarang pakai,"" ujarnya di BSD belum lama ini. Tompi mengaku tak mau asal membuat kamar mandi di setiap klinik kecantikan. Sebab hal itu menentukan pelanggan yang bakal kembali kepadanya atau tidak. "" Ia sudah tak ada kendala lagi soal kebutuhan ruangan itu. "" Sebuah kehormatan bagi kami dipercaya untuk menunjang sanitary di klinik hits ini, pastinya GB akan terus memberikan penawaran dan maintenance yang terbaik untuk semua konsumen,"" sahut General Manager GB Sanitaryware, Yapto Wijaya, dalam kesempatan yang sama.",0.627635
"Harvey Moeis Alirkan Dana Korupsi Timah ke Rekening Sandra Dewi Sebesar Rp 3,1 M","Jaksa Penuntut Umum (JPU) mengungkapkan soal aliran dana dugaan korupsi timah yang dilakukan Harvey Moeis dalam sidang perdana yang digelar di Pengadilan Negeri Jakarta Pusat. Diketahui, Harvey Moeis mentransfer uang tersebut ke rekening Sandra Dewi senilai Rp 3,1 miliar dan asisten istrinya, Ratih Purnamasari senilai Rp 80 juta untuk kebutuhan sehari-hari. "" Rekening itu kemudian digunakan untuk kebutuhan sehari-hari pasangan suami-istri itu. Dalam dakwaan yang disampaikan majelis hakim soal dugaan korupsi dan TPPU, Harvey Moeis tak mengajukan nota keberatan. "" Sidang kasus korupsi timah Harvey Moeis akan dilanjutkan pada 22 Agustus 2024 dengan agenda mendengarkan keterangan saksi-saksi yang dihadirkan oleh JPU.",0.85539734
Jaksa Sebut 6 Tas Branded Sandra Dewi Tak Terindentifikasi Keasliannya,"Dalam kasus dugaan korupsi timah yang melibatkan Harvey Moeis, Jaksa menyita sebanyak 88 tas branded milik Sandra Dewi. Dari semua tas branded yang disebutkan, terdapat 6 tas yang tidak teridentifikasi keasliannya. "" Lebih lanjut, diketahui uang dari hasil dugaan tindak korupsi Harvey Moeis dibelikan tanah dan rumah mewah di Melbourne Australia, pembelian mobil mewah seperti Mini Cooper, Porche, Lexus dan Rolls Royce, serta membeli perhiasan dan logam mulia. Rekening itu kemudian digunakan untuk kebutuhan sehari-hari pasangan suami-istri itu. Sidang kasus korupsi timah Harvey Moeis akan dilanjutkan pada 22 Agustus 2024 dengan agenda mendengarkan keterangan saksi-saksi yang dihadirkan oleh JPU.",0.8615016
Armor Toreador Bilang Orang Tua dan Tetangga Tahu soal KDRT ke Intan Nabila,"Suami selebgram Cut Intan Nabila, Armor Toreador memberikan pengakuan di depan media saat merilis kasusnya. Lebih dari 5 kali dari tahun 2020,"" tegas Armor Toreador saat ditemui di Polres Bogor, Rabu 14 Agustus 2024. Dalam kesempatan itu, Armor mengaku orang tua dan tetangganya tahu soal kekerasan dalam rumah tangga yang dilakukannya kepada Intan Nabila. "" Tapi untuk lebih lanjutnya, pihak kepolisian bakal terus mengembangkan informasi. Pihak polisi juga akan melakukan pemeriksaan tambahan kepada Intan Nabila. "" Namun kami ingin menggali pemeriksaan dari korban, karena kemarin faktor psikologisnya masih trauma, kami berinisiatif memberhentikan sementara pemeriksaan kepada korban,"" jelasnya lagi.",0.8871542
"Edward Akbar Dihujat Gegara Istri Lahiran di Bidan, Kimberly Ryder Pasang Badan","Edward Akbar menjadi bulan-bulanan netizen. Hal ini dikarenakan jawaban dirinya soal melihat anak-anaknya naik angkutan umum ke sekolah. Kemudian netizen membuka soal Kimberly Ryder yang kala itu harus melahirkan anak keduanya lahiran di bidang. Ia menuturkan bahwa melahirkan anak keduanya di bidan adalah kesepakatan bersama. "" Saat itu lagi di tengah-tengah COVID banget, aku pun juga ngerasain anak pertama lahir di RS besar di UK dan yang nanganin aku hanya bidan (midwife) semua tanpa adanya dokter sama sekali,"" ungkap Kimberly Ryder dalam Instagram Stories miliknya dilihat detikcom, Rabu 14 Agustus 2024. Padahal di RS pun yang menangani juga bidan doang. Dokter datang belakangan, alhamdulillah anak pertama lahiran secara normal, anak kedua normal,"" tuturnya lagi. Orang memang bidan itu paling ngerti dalam bidangnya, ya nggak,"" tutup Kimberly Ryder.",0.5599643
Motif Armor Lakukan KDRT ke Cut Intan Nabila: Ketahuan Nonton Video Porno,"Selebgram Cut Intan Nabila menjadi korban KDRT yang dilakukan suaminya, Armor Toreador. Polisi mengungkap tersangka melakukan KDRT karena ketahuan nonton video porno.",0.9974346
Penjagaan Ketat untuk Harvey Moeis di Sidang Perdana Kasus Timah,"Suami Sandra Dewi, Harvey Moeis, menjalani sidang perdana atas kasus dugaan korupsi pengelolaan tata niaga komoditas timah di wilayah Izin Usaha Pertambangan (IUP) di PT Timah Tbk tahun 2015-2022 Pengadilan Tindak Pidana Korupsi pada Pengadilan Negeri Jakarta Pusat. Tak lama berselang, pria berusia 38 tahun itu tiba di depan ruang sidang dengan mengenakan rompi berwarna pink. Sebelum masuk ruang sidang, petugas membantu melepaskan borgol di tangan Harvey Moeis dan rompi pink-nya sehingga ia masuk ke ruang sidang dengan mengenakan kemeja putih dan celana hitam. Tak ada kata-kata apapun yang keluar dari mulutnya sebelum persidangan berlangsung.",0.88685876
Tangisan Ruben Onsu di Ultah ke-41,"Artis Ruben Onsu berulang tahun ke-41 pada 15 Agustus 2024. Ayah tiga anak itu menangis karena mengingat perjuangannya dulu bersama Lia Waode. Selalu ada campur tangan sahabat-sahabat dan keluarga dalam perjalanan kariernya. Mereka selalu ada buat gue, bahkan mungkin gue yang suka lupa sama mereka,"" ungkap Ruben Onsu seraya mengusap air matanya dalam tayangan Brownis, Trans TV, Kamis 15 Agustus 2024. Saat datang menjadi tamu kejutan untuk Ruben Onsu, Lia Waode membawa mi instan yang sudah matang. Punya kenangan apa sih sama mi instan, Ruben? "" Tapi kalau nggak, kita makan mi instan saja, kita lama-lamain makannya karena enak banget dan lumayan harganya waktu itu,"" ingat Ruben Onsu. Ruben Onsu bersyukur karena sampai saat ini masih diberikan kesehatan. Ia berharap bisa terus selamanya dalam keadaan sehat bersama keluarga. "" Deg-degan banget masuk usia 41 ya, mulai jaga makan dan jaga semuanya,"" tutupnya.",0.28094938
Angela Lee Dibekuk Usai Jadi Tersangka Kasus Dugaan Penipuan Tas Mewah,"Selebgram Angela Lee membawa kabar heboh. Ia dibekuk polisi setelah jadi tersangka kasus dugaan penipuan tas mewah. Benar, telah dilakukan penangkapan terhadap seorang public figure berinisial AL,"" katanya saat ditanya soal penangkapan Angela Lee, di Polda Metro Jaya, Jakarta, Kamis 15 Agustus 2024. Saat ini Angela Lee dikatakan tengah diperiksa di Subdit Jatanras Ditreskrimum Polda Metro Jaya. Ia juga telah ditetapkan sebagai tersangka. "" Atas hal ini, korban merasa dirugikan hingga akhirnya melapor ke polisi. Lihat juga video 'Angela Lee Kecelakaan, Sopir Diduga Nyetir saat Ngantuk':",0.91861236
Aktris Senior Gena Rowlands Meninggal di Usia 94 Tahun,"Aktris senior AS, Gena Rowlands, meninggal dunia pada usia 94 tahun. Dilansir dari Reuters, pada bulan Juni 2024, putranya Nick Cassavetes mengungkapkan bahwa Rowlands menderita Alzheimer.",0.99332297
Andika Rosadi Nyes Dengar Pertanyaan Anak: Bagaimana Ayah Mentalmu Hari Ini?,"Andika Rosadi masih memperjuangkan untuk merayu istrinya, Nisya Ahmad, untuk mencabut gugatan cerainya di Pengadilan Agama Jakarta Selatan. Andika Rosadi berjanji kepada tiga anaknya untuk mepertahankan rumah tangganya yang sudah berlangsung selama 15 tahun. Cuma saya janji sama anak-anak saya akan berjuang untuk rujuk lagi,"" kata Andika Rosadi saat ditemui di Pengadilan Agama Jakarta Selatan, Kamis 15 Agustus 2024. ""Anak-anak support sekali, anak-anak selalu support selalu menanyakan, 'Bagaimana ayah kondisi mentalmu hari ini?' Selalu ada cara unik dari ketiga anak Andika Rosadi dan Nisya Ahmad yang mencoba mendamaikan kedua orangtuanya. "" Sebagai ayah, ia mencoba memberikan pengertian pada buah hatinya. """,0.8466201
"Dul Jaelani Cerita Mencari Tuhan Sebelum Kecelakaan, Maia Estianty Bilang Ini","Dul Jaelani pernah mencari soal Tuhan pada umur 13 tahun sebelum kecelakaan maut yang menimpanya kala itu. Dalam penuturannya, anak ketiga Maia Estianty dan Ahmad itu mengatakan bukan tidak percaya akan Tuhan. Kala itu dirinya memang belum bisa menemukan apa yang membuatnya yakin. Aku kayak ngapain aku sembah Allah, aku nggak kenal,"" ungkap Dul Jaelani saat ditemui di studio FYP, Jakarta Selatan, kemarin. Tapi setelah kecelakaan maut menimpanya, Dul Jaelani akhirnya sadar memang selalu ada Tuhan yang menyelamatkannya. ""Sampai waktu itu aku bilang ke Bunda 'Bunda, tolong bantuin doain aku dong' waktu itu aku habis kecelakaan kan aku minta didoakan sembuh sama Bunda,"" sambungnya lagi. Saat itu, 7 orang meninggal dunia dan beberapa yang lainnya, termasuk Dul, luka-luka.",0.6203189
Cut Intan Nabila Berulang Kali Maafkan Armor Toreador Malah Berujung Pukulan,"Selebgram Cut Intan Nabila saat ini masih menata kembali hatinya dan diri. Hal itu terjadi seusai ia memberanikan diri membuka kekerasan dalam rumah tangganya. Ibu tiga anak itu menjelaskan dalam Instagram miliknya, sudah berulang kali memaafkan suaminya, Armor Toreador, seusai melakukan kekerasan dalam rumah tangga. Sahabat Cut Intan Nabila, Wardah Maulina, juga mengatakan Cut Intan Nabila sudah cukup menahan rasa sakitnya itu. "" Tubuh yang dirawat oleh orang tuanya sebaik mungkin malah dirusak oleh suaminya sendiri dan ini berulang. Elsya Sandria memang selalu memberikan update dalam Instagram miliknya. Bahwa motifnya saya sampaikan mohon maaf, hasil pemeriksaan dari tersangka mohon maaf saya sampaikan bahwa si tersangka ketahuan nonton film porno,"" ungkap Kapolres Bogor, AKBP Rio Wahyu Anggoro, saat ditemui di kantornya, Rabu 14 Agustus 2024.",0.6600609
"Ibunda Meninggal Dunia, Ferry Maryadi: Erry Antar Mama sampai Surganya Allah","Ferry Maryadi berduka, ibundanya, Rospita, meninggal dunia pada Rabu 14 Agustus sekitar pukul 17.13 WIB pada usia 79 tahun. Kabar ini dibagikan lewat Instagram Stories miliknya. Istri Ferry Maryadi, Deswita Maharani, mengatakan ibu mertuanya itu memang sudah sakit sejak lama. "" Memang sudah sakit lama, terus kemarin itu anfal. Untuk detail penyakitnya, Deswita tidak bisa menjelaskannya. Ia hanya meminta doa terbaik bagi ibu mertuanya yang sudah berpulang. Dalam Instagram milik Ferry Maryadi, ibundanya akan dimakamkan hari ini usai salat zuhur di TPU Jeruk Purut, Jakarta.",0.90388316
Cassandra Lee Menyempurnakan Hidup Ryuken Lie,"Artis Ryuken Lie telah mempersunting kekasihnya, Cassandra Lee. Ia belajar banyak dari bintang film Tiger Boy itu. "" Selalu mau berjuang untuk orang-orang yang dia sayang. Mereka menikah di hotel kawasan Jakarta Pusat. Sebelumnya Ryuken melamar Cassandra di Singapura. Ia melakukan momen itu di depan kakak dan keluarga kekasihnya. "" Awalnya mau di Jepang, tapi karena momennya pas kakaknya Cassie ke Singapura jadi aku langsung putar otak lagi untuk rencanain proposalnya supaya timing dan tempatnya bisa pas dan berkesan,"" tuturnya. Ia menilai hal itu tak terlalu cepat, karena merasa sudah klik dan saling melengkapi. """,0.8913886
Kimberly Ryder-Edward soal Perjanjian Pranikah dalam Dugaan Penggelapan Mobil,"Edward Akbar menyinggung soal adanya perjanjian pranikah dalam kasus dugaan penggelapan mobil Kimberly Ryder. Edward yakin mobil itu dibeli dari harta bersama. ""Perjanjian pranikah ada, sudah ada poinnya. Namun, Machi tak membeberkan isi dari perjanjian pranikah Kimberly Ryder dan Edward Akbar. Saya jelaskan lagi mengenai laporan di Polres, ya jelas saya kaget. Ada game apa ya yang double combo atau apa? Namun, Edward Akbar yakin bisa membuktikan tak salah. Jadi, dibeli ada porsi-porsi yang sama, maksudnya ada porsi masing-masing,"" pungkasnya.",0.92207927
